Plant,SaleMan,Customer,Item,Description,ค่าเผื่อ,Back Order,Safety,สต็อก,มีพีโอ,เกินพีโอ,ผลิตล่าสุด,ขายล่าสุด,อายุ,Reason (ที่มา),Action (วิธีการ),Remarks,Commit Date,Planning Remarks
P2/3,ณัฐนันท์,บจก. เจบีเอฟ,G91-C1-4AF-51102-120-10-0024-1,กระสอบ JBF 716 JAN23,#DIV/0!,448,,448,448,0,02/08/2023,03/11/2023,เกินปี,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/1,จตุระ,บจ. พนัสโภคภัณฑ์,G91-C1-4RE-51099-120-10-0001-1,ถุงพิมพ์อาหารหมู โกลด์ฟีด 133 30 กก.ชมพู,-1,,,378,0,378,22/12/2023,23/12/2023,เกินปี,21. งานผลิตอยู่ในค่าเผื่อ แต่ขายเกินไม่ได้,8. ขายเม็ดหลอม,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/2,ธฤต,บจ. ไทยยูเนี่ยน ฟีดมิลล์,G91-C2-4BJ-56094-112-10-0012-1,Neo-Pro 9003 (มหาชน) (Update Feb 2023),0,,,240,0,240,26/08/2023,26/08/2023,เกินปี,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,7. ขายเกรดบี,บมจ. ไทยยูเนี่ยน ฟีดมิลล์ คุณธฤต : ลูกค้ายกเลิกการใช้งานแล้ว,31/01/2026 0:00, ผลิตเกินค่าเผื่อ
P4,วันชัย,บจ. พืชสุวรรณรุ่งเรือง(เพชรบูรณ์),G91-C2-4NH-58088-210-00-0002-1,ถุงข้าวหอมใบเตย แพะกระต่าย_ไม่ระบุนน.,-1,"1,600",,"1,600","1,600",0,24/12/2025,24/12/2025,1 เดือน,,,,,-
P4,วันชัย,บจ.ข้าวสวยเชียงใหม่,G91-C2-4NR-58092-110-00-0008-1,ข้าวยี่จ๊อมะลิ ตรากินดี 49 กก.09-22,-1,,,"3,135",0,"3,135",30/08/2025,31/08/2025,5-6 เดือน,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P4,วันชัย,บจ.ข้าวสวยเชียงใหม่,G91-C2-4NR-58092-110-00-0008-1,ข้าวยี่จ๊อมะลิ ตรากินดี 49 กก.09-22,-1,,,"3,135",0,"3,135",30/08/2025,31/08/2025,5-6 เดือน,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P4,วันชัย,บจ.ข้าวสวยเชียงใหม่,G91-C2-4NR-58092-110-00-0008-1,ข้าวยี่จ๊อมะลิ ตรากินดี 49 กก.09-22,-1,,,"3,135",0,"3,135",30/08/2025,31/08/2025,5-6 เดือน,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P4,จตุระ,บจ. ธนบุรี สมาร์ท คาร์,G91-C2-4PH-38067-110-00-0010-1,ข้าวเหนียวเขี้ยวงู ตราเสือทอง 15กก เขียว,#DIV/0!,"10,000",,"7,719","7,719",0,25/01/2026,31/01/2026,ไม่เกิน 30 วัน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P4,จตุระ,บจ. ธนบุรี สมาร์ท คาร์,G91-C2-4PH-38067-110-00-0011-1,ข้าวเหนียวสันป่าตอง เสือทอง 15กก เหลือง,#DIV/0!,"7,000",,"7,121","7,000",121,11/12/2025,22/12/2025,2-4 เดือน,,,,,  งานเกินจากการผลิตตามค่าเผื่อ
P4,จตุระ,บจ. ธนบุรี สมาร์ท คาร์,G91-C2-4PH-58094-110-00-0003-1,ข้าวเหนียวเขี้ยวงู ตราเสือทอง เขียว,#DIV/0!,"22,000",,"21,508","21,508",0,01/02/2026,31/01/2026,ไม่เกิน 30 วัน,,,,,-
P4,จตุระ,บจ. ธนบุรี สมาร์ท คาร์,G91-C2-4PH-58094-110-00-0004-1,ข้าวเหนียวสันป่าตอง ตราเสือทอง เหลือง,#DIV/0!,"29,389",,"29,389","29,389",0,07/11/2025,22/12/2025,2-4 เดือน,,,,,  งานเกินจากการผลิตตามค่าเผื่อ
P4,จตุระ,บจ. ธนบุรี สมาร์ท คาร์,G91-C2-4PH-58094-110-00-0008-1,ข้าวเหนียวกข.6 ตราเสือทองน้ำเงิน_เคลือบ,#DIV/0!,"10,000",,"9,035","9,035",0,03/07/2025,08/04/2025,7-8 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/3,ธฤต,ทีอาร์เอฟฟีดด์มิล,G91-C2-890-53102-122-10-0004-1,Big Pong 904 (May 23),-1,,,539,0,539,05/10/2025,08/09/2025,5-6 เดือน,17. ผลิตเกินค่า (+0/-0),,,,-
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-104-51099-100-00-0001-1,กส SR 511V HPW ไก่เนื้อ P11,#DIV/0!,"50,242","50,000","81,856","81,856",0,27/01/2026,09/02/2026,ไม่เกิน 30 วัน,,,,, ผลิตเติม safety เดือนครึ่ง
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-104-51099-100-00-0004-1,กส SR 513V HPW ไก่เนื้อ P11,#DIV/0!,"50,000","30,000","5,116","5,116",0,20/02/2026,21/01/2026,ไม่เกิน 30 วัน,,,,, สั่งซื้อ VN เติม safefty เดือนครึ่ง
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-104-51099-100-00-0007-1,กส SR 549V HPW เป็ดเนื้อ P11 R1,#DIV/0!,"20,000",,"19,927","19,927",0,28/01/2026,18/12/2025,ไม่เกิน 30 วัน,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-104-51099-100-00-0009-1,กส SR 540V HPW เป็ดเนื้อ P11 R1,#DIV/0!,"22,000",,"21,839","21,839",0,31/01/2026,18/12/2025,ไม่เกิน 30 วัน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,รอ PO,, งานเกินจากการผลิตตามค่าเผื่อ
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-104-51102-100-00-0002-1,กส SR 510V HPW ไก่เนื้อ P11,#DIV/0!,"20,848",,"20,411","20,411",0,02/02/2026,09/02/2026,ไม่เกิน 30 วัน,,,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-107-51099-100-00-0001-1,กส TK 511V HPW ไก่เนื้อ P11,#DIV/0!,,,264,0,264,26/11/2025,10/12/2025,2-4 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,,, งานรับเข้า VN ก่อนปรับลด safety 15000
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-107-51099-100-00-0002-1,กส TK 513V HPW ไก่เนื้อ P11,#DIV/0!,,,475,0,475,26/11/2025,10/12/2025,2-4 เดือน,,,,,-
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-111-51102-100-00-0003-1,กส BK 913 CP ไก่เนื้อ P11 30kg-,#DIV/0!,"15,835",,"15,835","15,835",0,20/04/2025,06/03/2025,9-12 เดือน,23. มีพีโอส่งตามดิวในระบบ,1. มีพีโอผลักดันส่งมอบลูกค้า,,, งานเกินจากการผลิตตามค่าเผื่อ
P2/3,ธนโชติ,บจก.บี.เค.พลาสเตอร์ แอนด์ ยิปซั่ม คอร์ปอ,G91-D1-432-41064-110-10-0184-1,ปูน Non-shink Grout ต้นสน 25 กก.07-23,#DIV/0!,"27,575",,"27,572","27,572",0,09/02/2025,21/04/2025,เกินปี,,,,,-
P2/3,ธนโชติ,บจก.บี.เค.พลาสเตอร์ แอนด์ ยิปซั่ม คอร์ปอ,G91-D1-432-41064-110-10-0189-1,กส.ปูน A-300 Skim Coat 20 kg. 07-23,#DIV/0!,,,500,0,500,28/03/2024,28/03/2024,เกินปี,32.ผลิตเกินค่า (+0/-5),7. ขายเกรดบี,,,-
P2/3,ธนโชติ,บจก.บี.เค.พลาสเตอร์ แอนด์ ยิปซั่ม คอร์ปอ,G91-D1-432-51076-120-10-0014-1,CC.ปูนGymsumPlaster BK-90 25 กกRev02-23,#DIV/0!,,,"19,737",0,"19,737",08/10/2025,15/09/2025,5-6 เดือน,,,,, ผลิตงานเกิน รอส่งรอบถัดไป
P4,กิตติวัฒน์,หจก เลียงเจริญการเกษตร,G91-D1-4CF-31043-111-11-0004-E,Double Peach 5kg หอมมะลิ,#DIV/0!,,,300,0,300,25/12/2024,17/12/2024,เกินปี,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P4,กิตติวัฒน์,หจก เลียงเจริญการเกษตร,G91-D1-4CF-41057-111-11-0002-E,Red Ant 10kg,#DIV/0!,,,698,0,698,12/03/2025,05/03/2025,9-12 เดือน,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,,-
P4,จตุระ,บจ. เคเจ เวิลด์ฟู้ดส์,G91-D1-4JH-51060-100-00-0004-E,Iberia 12 x 2 lbs,#DIV/0!,,,698,0,698,18/05/2024,18/05/2024,เกินปี,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,, งานเกินจากการผลิตตามค่าเผื่อ
P4,จตุระ,บจ. เคเจ เวิลด์ฟู้ดส์,G91-D1-4JH-51060-100-00-0004-E,Iberia 12 x 2 lbs,#DIV/0!,,,698,0,698,18/05/2024,18/05/2024,เกินปี,17. ผลิตเกินค่า (+0/-0),7. ขายเกรดบี,,, งานเกินจากการผลิตตามค่าเผื่อ
P4,รณชัย,,G91-D1-5AA-58091-210-00-0001-1,ข้าว SUPER HERO 45 กก. แดง,#DIV/0!,,,640,0,640,26/12/2025,19/12/2025,1 เดือน,,,,,-
P4,ชาญเดช,บจ. วาวา อินดัสทรี,G91-D1-5AC-41060-100-00-0006-1,16x24 สกต.สุรินทร์ หอมมะลิ3 15กก ช้างแดง,0,,,277,0,277,08/05/2025,13/05/2025,9-12 เดือน,34. ผลิตเกินค่า (. 0/-3),7. ขายเกรดบี,,, ผลิตตามค่าเผื่อ
P4,ชาญเดช,บจ. วาวา อินดัสทรี,G91-D1-5AC-41060-100-00-0007-1,16x24 สกต.สุรินทร์ หอมมะลิ2 15กก ช้างฟ้า,0,,,143,0,143,08/05/2025,22/05/2025,9-12 เดือน,34. ผลิตเกินค่า (. 0/-3),7. ขายเกรดบี,,, ผลิตตามค่าเผื่อ
P4,ชาญเดช,บจ. วาวา อินดัสทรี,G91-D1-5AC-58091-100-00-0005-1,23x36 สกต.สุรินทร์ หอมมะลิ1 50 ช้างเขียว,0,,,140,0,140,18/05/2025,22/05/2025,9-12 เดือน,34. ผลิตเกินค่า (. 0/-3),7. ขายเกรดบี,,, ผลิตตามค่าเผื่อ
P2/1,ธนโชติ,บจ.น้ำตาลมิตรผล(ด้านช้าง),G91-D1-962-51076-110-00-0001-L,MP446 Rev01 Refined 25 กก BarCode จีบ QR,+0/-0(ใช้เทปรัดเบลสีฟ้า),,,172,0,172,18/06/2025,19/06/2025,9-12 เดือน,17. ผลิตเกินค่า ( 0/-0),7. ขายเกรดบี,,07/07/2023 0:00, ผลิตตามค่าเผื่อ
P2/1,ธนโชติ,บจ.รวมเกษตรกรอุตสาหกรรม,G91-D1-963-60096-10E-10-0053-L,UF238 Rev00 White Sugar 50 กก คาดเขียว,+0/-0(ใช้เทปรัดเบลสีดำ),"60,000",,"61,230","60,000","1,230",30/01/2026,18/12/2025,ไม่เกิน 30 วัน,,,,,-
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-IK0-51102-100-00-0001-1,กส BK+RB 540 HPW เป็ดเนื้อ P11 30kg-,#DIV/0!,"7,000",,"6,745","6,745",0,16/12/2025,29/01/2026,2-4 เดือน,12. มีพีโอ ลูกค้ายังไม่รับสินค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,,, สั่งผลิตเกิน ไม่ได้เช็ค wip
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D1-IK0-51102-100-00-0003-1,กส BK+RB 549 HPW เป็ดเนื้อ P11 30kg-,#DIV/0!,"4,303",,"4,265","4,265",0,15/12/2025,07/02/2026,2-4 เดือน,,,,, ผลิตตามค่าเฉลี่ยการขาย 4 หมื่น/เดือน
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D2-101-41064-006-01-0013-1,MOEL BP 973 CP โคเนื้อ P13 หูหิ้ว 10kg-,#DIV/0!,"7,742",,"7,742","7,742",0,01/11/2025,15/01/2026,2-4 เดือน,23. มีพีโอส่งตามดิวในระบบ,1. มีพีโอผลักดันส่งมอบลูกค้า,,, งาน reprint ผลิตตัดงานผิดไม่ตรงตาม Art work
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D2-101-41064-006-01-0014-1,MOEL BP 005-DS CP โคนม P14 หูหิ้ว 10KG-,#DIV/0!,"11,251",,"11,251","11,251",0,08/11/2025,09/02/2026,2-4 เดือน,23. มีพีโอส่งตามดิวในระบบ,1. มีพีโอผลักดันส่งมอบลูกค้า,,, ผลิตเกินค่าเผื่อ  รอ PO
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-D2-101-50099-100-00-0007-1,MOEE BP 6567 โนโว่ หมู P23,#DIV/0!,"1,000",,816,816,0,19/02/2026,06/06/2025,ไม่เกิน 30 วัน,,,,,-
